long;lat;nro_registro;tipo_activ;comuna;manzana;calle_nombre;calle_altura;calle_chapa;direccion_normalizada;ubicacion;nombre_cientifico;ancho_acera;estado_plantera;ubicacion_plantera;nivel_plantera;diametro_altura_pecho;altura_arbol;geometry;index_right;BARRIO;COMUNA
;;397787;Lineal;10;1016;Magariños Cervantes Alejandro;5600.0;5645.0;;Exacta;No identificado;4.4;Ocupada;Regular;A nivel;3.0;2.0;;;;
;;397789;Lineal;10;1016;Magariños Cervantes Alejandro;5600.0;5677.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;70.0;12.0;;;;
;;398086;Lineal;10;752;Díaz César Gral.;400.0;487.0;;Exacta;Fraxinus americana;4.4;Ocupada;Regular;A nivel;54.0;8.0;;;;
;;398087;Lineal;10;752;Justo Juan Bautista Av.;8300.0;8394.0;;Exacta;Fraxinus americana;4.4;Ocupada;Regular;A nivel;19.0;7.0;;;;
;;398088;Lineal;10;752;Justo Juan Bautista Av.;8300.0;8368.0;;Exacta;Fraxinus americana;4.4;Ocupada;Regular;Elevada;33.0;9.0;;;;
;;398089;Lineal;10;752;Justo Juan Bautista Av.;8300.0;8360.0;;LA;Tilia x moltkei;4.4;Ocupada;Regular;A nivel;31.0;8.0;;;;
;;397743;Lineal;10;1015;Justo Juan Bautista Av.;8500.0;8571.0;;Exacta;Fraxinus pennsylvanica;3;Ocupada;Regular;A nivel;53.0;11.0;;;;
;;397744;Lineal;10;1015;Justo Juan Bautista Av.;8500.0;8587.0;;Exacta;Fraxinus pennsylvanica;3;Ocupada;Regular;A nivel;54.0;12.0;;;;
;;397745;Lineal;10;1015;Justo Juan Bautista Av.;8500.0;8589.0;;Exacta;Fraxinus pennsylvanica;3;Ocupada;Regular;A nivel;47.0;11.0;;;;
;;397746;Lineal;10;1015;Justo Juan Bautista Av.;8500.0;8657.0;;Exacta;Fraxinus pennsylvanica;3;Ocupada;Regular;A nivel;41.0;12.0;;;;
;;397747;Lineal;10;1015;Justo Juan Bautista Av.;8500.0;8663.0;;Exacta;Fraxinus pennsylvanica;3;Ocupada;Regular;A nivel;49.0;11.0;;;;
;;391068;Lineal;10;765;Justo Juan Bautista Av.;8200.0;8308.0;;LA;Ligustrum lucidum;6.2;Ocupada;Regular;A nivel;30.0;6.0;;;;
;;391069;Lineal;10;765;Corro Miguel C. del Canónigo Av.;8200.0;8308.0;;LA;Ligustrum lucidum;6.2;Ocupada;Regular;A nivel;20.0;6.0;;;;
;;397748;Lineal;10;1015;Justo Juan Bautista Av.;8500.0;8687.0;;LD;Syagrus romanzoffiana;3;Ocupada;Regular;A nivel;29.0;8.0;;;;
;;397749;Lineal;10;1015;Justo Juan Bautista Av.;8500.0;8687.0;;LD;Syagrus romanzoffiana;3;Ocupada;Regular;A nivel;32.0;9.0;;;;
;;397750;Lineal;10;1015;Justo Juan Bautista Av.;8500.0;8687.0;;Exacta;Fraxinus pennsylvanica;3;Ocupada;Regular;A nivel;45.0;11.0;;;;
;;397751;Lineal;10;1015;Justo Juan Bautista Av.;8500.0;8687.0;;LA;Syagrus romanzoffiana;3;Ocupada;Ochava;A nivel;28.0;10.0;;;;
;;397781;Lineal;10;1017;Magariños Cervantes Alejandro;5600.0;5600.0;;Exacta;Fraxinus pennsylvanica;3.8;Ocupada;Ochava;A nivel;32.0;11.0;;;;
;;387742;Lineal;10;703;Hugo Víctor;5600.0;5695.0;;LA;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;41.0;9.0;;;;
;;388247;Lineal;10;989;Viena;6400.0;6400.0;;LD;Melia azedarach;4.4;Ocupada;Regular;A nivel;48.0;13.0;;;;
;;388250;Lineal;10;989;Viena;6400.0;6400.0;;LD;Ligustrum lucidum f. aureovariegata;4.4;Ocupada;Regular;A nivel;32.0;7.0;;;;
;;388251;Lineal;10;989;Viena;6400.0;6400.0;;LD;Melia azedarach;4.4;Ocupada;Regular;A nivel;76.0;14.0;;;;
;;388259;Lineal;10;989;Justo Juan Bautista Av.;9200.0;9201.0;;Exacta;Fraxinus pennsylvanica;5;Ocupada;Regular;A nivel;18.0;5.0;;;;
;;388260;Lineal;10;989;Justo Juan Bautista Av.;9200.0;9201.0;;LA;Jacaranda mimosifolia;5;Ocupada;Regular;A nivel;27.0;12.0;;;;
;;390194;Lineal;10;991;Justo Juan Bautista Av.;9700.0;9701.0;;Exacta;Syagrus romanzoffiana;5.4;Ocupada;Ochava;A nivel;25.0;5.0;;;;
;;390195;Lineal;10;991;Justo Juan Bautista Av.;9700.0;9701.0;;LA;Syagrus romanzoffiana;3.1;Ocupada;Regular;Elevada;27.0;9.0;;;;
;;388261;Lineal;10;989;Justo Juan Bautista Av.;9200.0;9201.0;;LA;Jacaranda mimosifolia;5;Ocupada;Regular;A nivel;35.0;10.0;;;;
;;388265;Lineal;10;989;Justo Juan Bautista Av.;9200.0;9201.0;;LA;Fraxinus pennsylvanica;5;Ocupada;Regular;A nivel;28.0;10.0;;;;
;;390253;Lineal;10;1004;Justo Juan Bautista Av.;9100.0;9111.0;;LD;Syagrus romanzoffiana;2.9;Ocupada;Regular;A nivel;33.0;10.0;;;;
;;390254;Lineal;10;1004;Justo Juan Bautista Av.;9100.0;9111.0;;LD;Syagrus romanzoffiana;2.9;Ocupada;Regular;A nivel;34.0;10.0;;;;
;;390255;Lineal;10;1004;Justo Juan Bautista Av.;9100.0;9111.0;;LD;Syagrus romanzoffiana;2.9;Ocupada;Regular;A nivel;39.0;11.0;;;;
;;390197;Lineal;10;991;Justo Juan Bautista Av.;9700.0;9739.0;;LD;Lagerstroemia indica;3.1;Ocupada;Regular;A nivel;12.0;3.0;;;;
;;390199;Lineal;10;991;Justo Juan Bautista Av.;9700.0;9763.0;;Exacta;Tilia x moltkei;3.1;Ocupada;Regular;A nivel;30.0;9.0;;;;
;;390200;Lineal;10;991;Justo Juan Bautista Av.;9700.0;9771.0;;Exacta;Albizia julibrissin;3.1;Ocupada;Regular;Elevada;21.0;6.0;;;;
;;390201;Lineal;10;991;Justo Juan Bautista Av.;9700.0;9781.0;;Exacta;Jacaranda mimosifolia;3.1;Ocupada;Regular;A nivel;11.0;4.0;;;;
;;390274;Lineal;10;1004;Justo Juan Bautista Av.;9000.0;9047.0;;Exacta;Jacaranda mimosifolia;2.8;Ocupada;Regular;A nivel;41.0;9.0;;;;
;;388018;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8100.0;;Exacta;Jacaranda mimosifolia;3.2;Ocupada;Regular;A nivel;33.0;13.0;;;;
;;388019;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8131.0;;Exacta;Jacaranda mimosifolia;3.2;Ocupada;Regular;A nivel;60.0;17.0;;;;
;;388020;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8147.0;;Exacta;Jacaranda mimosifolia;3.2;Ocupada;Regular;Elevada;33.0;9.0;;;;
;;388021;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8153.0;;Exacta;Ficus benjamina;3.2;Ocupada;Regular;Elevada;47.0;9.0;;;;
;;388022;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8159.0;;Exacta;Platanus x acerifolia;3.2;Ocupada;Regular;A nivel;34.0;18.0;;;;
;;388023;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8169.0;;Exacta;Platanus x acerifolia;3.2;Ocupada;Regular;A nivel;32.0;13.0;;;;
;;388024;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8177.0;;Exacta;Jacaranda mimosifolia;3.2;Ocupada;Regular;A nivel;53.0;18.0;;;;
;;388025;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8177.0;;Exacta;Jacaranda mimosifolia;3.2;Ocupada;Regular;A nivel;11.0;4.0;;;;
;;388262;Lineal;10;989;Justo Juan Bautista Av.;9200.0;9201.0;;LA;Jacaranda mimosifolia;5;Ocupada;Regular;A nivel;36.0;10.0;;;;
;;388263;Lineal;10;989;Justo Juan Bautista Av.;9200.0;9201.0;;LA;Jacaranda mimosifolia;5;Ocupada;Regular;A nivel;39.0;12.0;;;;
;;388271;Lineal;10;989;Viena;6400.0;6400.0;;Exacta;Melia azedarach;4.4;Ocupada;Ochava;A nivel;53.0;10.0;;;;
;;388273;Lineal;10;989;Viena;6400.0;6400.0;;LA;Melia azedarach;4.4;Ocupada;Regular;A nivel;49.0;10.0;;;;
;;388274;Lineal;10;989;Viena;6400.0;6400.0;;LD;Melia azedarach;4.4;Ocupada;Regular;A nivel;37.0;12.0;;;;
;;388275;Lineal;10;989;Viena;6400.0;6400.0;;LD;Ligustrum lucidum f. aureovariegata;4.4;Ocupada;Regular;A nivel;21.0;7.0;;;;
;;388276;Lineal;10;989;Viena;6400.0;6400.0;;LD;Ligustrum lucidum f. aureovariegata;4.4;Ocupada;Regular;A nivel;15.0;6.0;;;;
;;388030;Lineal;10;757;Díaz César Gral.;4.0;;DIAZ, CESAR, GRAL.;LA;Melia azedarach;3.2;Sobreocupada;Regular;A nivel;44.0;7.0;;;;
;;388046;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8110.0;;LA;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;10.0;4.0;;;;
;;388047;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8110.0;;LA;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;9.0;4.0;;;;
;;388049;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8110.0;;LA;Melia azedarach;4.4;Ocupada;Regular;A nivel;5.0;9.0;;;;
;;388050;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8110.0;;LA;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;10.0;5.0;;;;
;;386357;Lineal;10;867;Manzoni;5000.0;5065.0;;Exacta;Euphorbia cotinifolia;4.4;Ocupada;Regular;Elevada;3.0;2.0;;;;
;;386363;Lineal;10;867;Rafaela;5000.0;50.0;;Exacta;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;32.0;10.0;;;;
;;389632;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8110.0;;LA;Melia azedarach;4.4;Ocupada;Regular;A nivel;53.0;10.0;;;;
;;389633;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8110.0;;LA;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;6.0;5.0;;;;
;;389634;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8110.0;;LA;Jacaranda mimosifolia;4,4;Ocupada;Regular;A nivel;6.0;4.0;;;;
;;389635;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8169.0;;LD;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;5.0;4.0;;;;
;;389636;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8169.0;;LD;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;6.0;5.0;;;;
;;389637;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8169.0;;LD;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;54.0;9.0;;;;
;;389638;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8169.0;;LD;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;3.0;2.0;;;;
;;389639;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8169.0;;LD;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;55.0;7.0;;;;
;;389640;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8169.0;;LD;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;53.0;8.0;;;;
;;389641;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8169.0;;LD;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;46.0;8.0;;;;
;;389642;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8169.0;;LD;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;7.0;5.0;;;;
;;389643;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8169.0;;LD;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;53.0;11.0;;;;
;;389644;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8169.0;;LD;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;7.0;5.0;;;;
;;389645;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8169.0;;LD;Fraxinus americana;4.4;Ocupada;Regular;A nivel;15.0;5.0;;;;
;;389646;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8169.0;;LD;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;22.0;6.0;;;;
;;387356;Lineal;10;763;Justo Juan Bautista Av.;7900.0;7994.0;;LA;Liquidambar styraciflua;6.6;Ocupada;Regular;A nivel;20.0;6.0;;;;
;;387357;Lineal;10;763;Justo Juan Bautista Av.;7900.0;7990.0;;LA;Callistemon rigidus;6.6;Sobreocupada;Regular;Elevada;20.0;5.0;;;;
;;387358;Lineal;10;763;Justo Juan Bautista Av.;7900.0;7990.0;;LA;Phoenix roebelenii;6.6;Sobreocupada;Regular;Elevada;12.0;4.0;;;;
;;387359;Lineal;10;763;Justo Juan Bautista Av.;7900.0;7980.0;;LA;Bauhinia variegata;6.6;Ocupada;Regular;Bajo nivel;4.0;2.0;;;;
;;387360;Lineal;10;763;Justo Juan Bautista Av.;7900.0;7970.0;;LA;Ligustrum lucidum;6;Ocupada;Regular;Elevada;20.0;5.0;;;;
;;387361;Lineal;10;763;Justo Juan Bautista Av.;7900.0;7962.0;;LA;Fraxinus americana;6.6;Ocupada;Regular;Elevada;20.0;6.0;;;;
;;387362;Lineal;10;763;Justo Juan Bautista Av.;7900.0;7954.0;;Exacta;Bauhinia forficata;6.6;Ocupada;Regular;A nivel;15.0;3.0;;;;
;;389647;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8169.0;;LD;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;6.0;4.0;;;;
;;389648;Lineal;10;757;Justo Juan Bautista Av.;8100.0;8169.0;;LA;Jacaranda mimosifolia;4.4;Ocupada;Regular;A nivel;6.0;3.0;;;;
;;387383;Lineal;10;763;Morón;500.0;587.0;;LD;Tilia x moltkei;2.8;Ocupada;Regular;A nivel;20.0;7.0;;;;
;;389675;Lineal;10;758;Díaz César Gral.;5300.0;506.0;;Exacta;Melia azedarach;3.2;Ocupada;Regular;A nivel;26.0;8.0;;;;
;;387389;Lineal;10;764;Justo Juan Bautista Av.;8000.0;8044.0;;LD;Fraxinus americana;6.6;Ocupada;Regular;A nivel;30.0;6.0;;;;
;;387390;Lineal;10;764;Justo Juan Bautista Av.;8000.0;8054.0;;LD;Fraxinus americana;6.6;Ocupada;Regular;A nivel;20.0;5.0;;;;
;;387391;Lineal;10;764;Justo Juan Bautista Av.;8000.0;8054.0;;Exacta;Fraxinus americana;6;Ocupada;Regular;A nivel;40.0;9.0;;;;
;;389684;Lineal;10;758;Justo Juan Bautista Av.;8000.0;8037.0;;LD;Fraxinus americana;3.2;Ocupada;Regular;A nivel;26.0;7.0;;;;
;;389685;Lineal;10;758;Justo Juan Bautista Av.;8000.0;8043.0;;Exacta;Fraxinus americana;3.2;Ocupada;Regular;A nivel;25.0;7.0;;;;
;;389686;Lineal;10;758;Justo Juan Bautista Av.;8000.0;8045.0;;Exacta;Fraxinus americana;3.2;Ocupada;Regular;Elevada;33.0;10.0;;;;
;;389687;Lineal;10;758;Justo Juan Bautista Av.;8000.0;8063.0;;Exacta;Fraxinus americana;3.2;Ocupada;Regular;A nivel;45.0;13.0;;;;
;;389688;Lineal;10;758;Justo Juan Bautista Av.;8000.0;8099.0;;Exacta;Fraxinus americana;3.2;Ocupada;Regular;A nivel;24.0;2.0;;;;
;;388234;Lineal;10;989;Justo Juan Bautista Av.;9200.0;9201.0;;LA;Jacaranda mimosifolia;5.2;Ocupada;Regular;A nivel;57.0;13.0;;;;
;;388235;Lineal;10;989;Justo Juan Bautista Av.;9200.0;9201.0;;LA;Fraxinus pennsylvanica;5.2;Ocupada;Regular;A nivel;44.0;9.0;;;;
;;388236;Lineal;10;989;Justo Juan Bautista Av.;9200.0;9201.0;;LA;Jacaranda mimosifolia;5.2;Ocupada;Regular;A nivel;44.0;13.0;;;;
;;388237;Lineal;10;989;Justo Juan Bautista Av.;9200.0;9201.0;;LA;Jacaranda mimosifolia;5.2;Ocupada;Regular;A nivel;44.0;13.0;;;;
;;388238;Lineal;10;989;Justo Juan Bautista Av.;9200.0;9201.0;;LA;Jacaranda mimosifolia;5.2;Ocupada;Regular;A nivel;44.0;12.0;;;;
;;388239;Lineal;10;989;Justo Juan Bautista Av.;9200.0;9201.0;;LA;Fraxinus pennsylvanica;5.2;Ocupada;Regular;A nivel;32.0;14.0;;;;
;;405186;Lineal;10;495;Justo Juan Bautista Av.;6900.0;6999.0;;Exacta;Platanus x acerifolia;2.8;Ocupada;Regular;Bajo nivel;25.0;5.0;;;;
;;405771;Lineal;10;773;Bacacay;300.0;336.0;;Exacta;Photinia x fraseri;4.4;Ocupada;Regular;A nivel;40.0;4.0;;;;
;;404702;Lineal;10;749;Bacacay;5700.0;565.0;;Exacta;Ficus benjamina;4.4;Sobreocupada;Regular;A nivel;83.0;17.0;;;;
;;404715;Lineal;10;749;Justo Juan Bautista Av.;8500.0;8562.0;;Exacta;Syagrus romanzoffiana;4.4;Ocupada;Fuera de línea;A nivel;18.0;6.0;;;;
;;404716;Lineal;10;749;Justo Juan Bautista Av.;8500.0;8542.0;;Exacta;Syagrus romanzoffiana;8.4;Ocupada;Fuera de línea;A nivel;26.0;10.0;;;;
;;404717;Lineal;10;750;Justo Juan Bautista Av.;8500.0;8500.0;;LD;Fraxinus americana;3.2;Ocupada;Regular;A nivel;39.0;8.0;;;;
;;404718;Lineal;10;750;Justo Juan Bautista Av.;8500.0;8500.0;;LD;Fraxinus americana;3.2;Ocupada;Regular;A nivel;48.0;8.0;;;;
;;412033;Lineal;10;496;Justo Juan Bautista Av.;7000.0;7009.0;;LD;Ficus benjamina;2.8;Ocupada;Ochava;Elevada;27.0;3.0;;;;
;;412034;Lineal;10;496;Justo Juan Bautista Av.;7000.0;7009.0;;LD;Ficus benjamina;2.8;Ocupada;Regular;Elevada;9.0;2.0;;;;
;;412035;Lineal;10;496;Justo Juan Bautista Av.;7000.0;7009.0;;LD;Ficus benjamina;2.8;Ocupada;Regular;Elevada;31.0;4.0;;;;
;;412036;Lineal;10;496;Justo Juan Bautista Av.;7000.0;7019.0;;LA;No identificado;2.8;Ocupada;Regular;A nivel;46.0;3.0;;;;
;;412460;Lineal;10;500a;Magariños Cervantes Alejandro;4300.0;4312.0;;Exacta;Liquidambar styraciflua;4;Ocupada;Ochava;A nivel;9.0;14.0;;;;
;;412494;Lineal;10;500b;Magariños Cervantes Alejandro;4300.0;4338.0;;LD;Ficus benjamina;4.5;Ocupada;Ochava;Bajo nivel;47.0;15.0;;;;
;;412495;Lineal;10;500b;Magariños Cervantes Alejandro;4300.0;4338.0;;LD;Fraxinus pennsylvanica;4.5;Ocupada;Ochava;Bajo nivel;29.0;17.0;;;;
;;412496;Lineal;10;500b;Magariños Cervantes Alejandro;4300.0;4340.0;;Exacta;Melia azedarach;4.5;Ocupada;Ochava;Elevada;1.0;2.0;;;;
;;412459;Lineal;10;500a;Magariños Cervantes Alejandro;4300.0;4308.0;;Exacta;Fraxinus pennsylvanica;4;Ocupada;Ochava;A nivel;23.0;17.0;;;;
;;422813;Lineal;10;406;Morón;3800.0;305.0;;Exacta;Ficus benjamina;2.8;Ocupada;Regular;A nivel;39.0;11.0;;;;
;;422712;Lineal;10;500c;Magariños Cervantes Alejandro;4300.0;4356.0;;Exacta;Ficus benjamina;4;Ocupada;Ochava;Elevada;41.0;15.0;;;;
;;422713;Lineal;10;500c;Magariños Cervantes Alejandro;4300.0;4380.0;;Exacta;Nerium oleander;4;Sobreocupada;Ochava;Elevada;76.0;8.0;;;;
;;421135;Lineal;10;500c;Magariños Cervantes Alejandro;4300.0;4356.0;;Exacta;Ficus benjamina;4.4;Ocupada;Regular;Elevada;60.0;9.0;;;;
;;425360;Lineal;10;494;Justo Juan Bautista Av.;6900.0;6905.0;;Exacta;Platanus x acerifolia;2.8;Ocupada;Regular;Elevada;54.0;13.0;;;;
;;415806;Lineal;10;500b;Magariños Cervantes Alejandro;4300.0;4340.0;;LA;Senna spectabilis;4.4;Ocupada;Ochava;Elevada;1.0;2.0;;;;
;;415807;Lineal;10;500b;Magariños Cervantes Alejandro;4300.0;4338.0;;LD;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;1.0;2.0;;;;
;;415808;Lineal;10;500b;Magariños Cervantes Alejandro;4300.0;4338.0;;LD;Fraxinus pennsylvanica;4.4;Ocupada;Regular;Bajo nivel;40.0;11.0;;;;
;;415809;Lineal;10;500b;Magariños Cervantes Alejandro;4300.0;4338.0;;LD;Ficus benjamina;4.4;Sobreocupada;Ochava;A nivel;80.0;11.0;;;;
;;417851;Lineal;10;712;Alcaráz;1200.0;1261.0;;Exacta;Citrus reticulata;1.7;Ocupada;Regular;A nivel;22.0;3.0;;;;
;;415772;Lineal;10;500a;Magariños Cervantes Alejandro;4320.0;4300.0;;LD;Acer buergerianum;4.4;Ocupada;Regular;A nivel;13.0;6.0;;;;
;;415773;Lineal;10;500a;Magariños Cervantes Alejandro;4300.0;4308.0;;LD;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;26.0;8.0;;;;
;;437025;Lineal;10;781;Paz Marcos;5300.0;5338.0;;LA;Tilia x moltkei;4.4;Ocupada;Regular;A nivel;20.0;9.0;;;;
;;337676;Lineal;10;846;Araujo ;5400.0;5427.0;;Exacta;Fraxinus pennsylvanica;2.6;Ocupada;Regular;A nivel;37.0;7.0;;;;
;;538424;Lineal;10;225;Miranda;4900.0;1934.0;;LD1;Enterolobium contortisiliquum;3;Ocupada;Ochava;A Nivel;18.0;7.0;;;;
;;539531;Lineal;10;452;Justo Juan Bautista Av.;6500.0;6523.0;;Exacta;Fraxinus pennsylvanica;3;Ocupada;Regular;A Nivel;29.0;8.0;;;;
;;539532;Lineal;10;452;Justo Juan Bautista Av.;6500.0;6535.0;;Exacta;Fraxinus pennsylvanica;3;Ocupada;Regular;Elevada;22.0;5.0;;;;
;;539533;Lineal;10;452;Justo Juan Bautista Av.;6500.0;6535.0;;LA1;Platanus x acerifolia;3;Ocupada;Regular;A Nivel;54.0;9.0;;;;
;;539534;Lineal;10;452;Justo Juan Bautista Av.;6500.0;6551.0;;Exacta;Platanus x acerifolia;3;Ocupada;Regular;A Nivel;75.0;13.0;;;;
;;539536;Lineal;10;452;Justo Juan Bautista Av.;6500.0;6595.0;;Exacta;Fraxinus pennsylvanica;3;Ocupada;Regular;A Nivel;64.0;11.0;;;;
;;539537;Lineal;10;452;Justo Juan Bautista Av.;6500.0;6599.0;;Exacta;Fraxinus pennsylvanica;3;Ocupada;Regular;A Nivel;25.0;8.0;;;;
;;539579;Lineal;10;453;Justo Juan Bautista Av.;6700.0;6645.0;;Exacta;Jacaranda mimosifolia;2.8;Ocupada;Regular;A Nivel;27.0;8.0;;;;
;;539580;Lineal;10;453;Justo Juan Bautista Av.;6700.0;6643.0;;Exacta;Fraxinus pennsylvanica;2.8;Ocupada;Regular;A Nivel;24.0;6.0;;;;
;;539742;Lineal;10;757 b;Justo Juan Bautista Av.;8200.0;8200.0;;LD1;No identificado;;Ocupada;;;6.0;15.0;;;;
;;539743;Lineal;10;757 b;Justo Juan Bautista Av.;8200.0;8200.0;;LD2;No identificado;;Ocupada;;;6.0;15.0;;;;
;;539744;Lineal;10;757 b;Justo Juan Bautista Av.;8200.0;8200.0;;LD3;No identificado;;Ocupada;;;6.0;15.0;;;;
;;154861;Lineal;11;;Trelles Manuel Ricardo;1100.0;11.0;;Exacta;Sambucus peruvianus;3.2;Sobreocupada;Regular;A nivel;0.0;3.0;;;;
;;168529;Lineal;11;;Justo Juan Bautista Av.;5500.0;5512.0;;Exacta;Ficus benjamina;3;Ocupada;Regular;A nivel;50.0;10.0;;;;
;;169830;Lineal;11;;Magariños Cervantes Alejandro;2500.0;2594.0;;Exacta;Ficus benjamina;4.4;Ocupada;Regular;A nivel;44.0;7.0;;;;
;;168532;Lineal;11;;Justo Juan Bautista Av.;5500.0;5502.0;;LA;Photinia serrulata;3;Ocupada;Regular;Elevada;20.0;2.0;;;;
;;168537;Lineal;11;;Justo Juan Bautista Av.;5500.0;5502.0;;LA;Photinia serrulata;3;Ocupada;Regular;Elevada;26.0;2.0;;;;
;;168539;Lineal;11;;Justo Juan Bautista Av.;5500.0;5505.0;;Exacta;Photinia serrulata;3;Ocupada;Regular;Elevada;19.0;2.0;;;;
;;168808;Lineal;11;;Paraíso;1500.0;1590.0;;LA;Melia azedarach;4.4;Ocupada;Regular;A nivel;28.0;10.0;;;;
;;168809;Lineal;11;;Paraíso;1500.0;1552.0;;LA;Platanus x acerifolia;4.4;Ocupada;Regular;Bajo nivel;79.0;26.0;;;;
;;169855;Lineal;11;;Magariños Cervantes Alejandro;2500.0;2514.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;28.0;10.0;;;;
;;171472;Lineal;11;;Justo Juan Bautista Av.;5300.0;5357.0;;Exacta;Fraxinus pennsylvanica;2.8;Ocupada;Regular;A nivel;42.0;11.0;;;;
;;168810;Lineal;11;;Paraíso;1500.0;1590.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;Bajo nivel;63.0;18.0;;;;
;;168811;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3112.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;65.0;23.0;;;;
;;168812;Lineal;11;;Paraíso;1500.0;1574.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;A nivel;59.0;18.0;;;;
;;168813;Lineal;11;;Paraíso;1500.0;1512.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;Bajo nivel;76.0;19.0;;;;
;;168814;Lineal;11;;Paraíso;1500.0;1524.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;Bajo nivel;76.0;20.0;;;;
;;168815;Lineal;11;;Paraíso;1500.0;1506.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Regular;A nivel;22.0;12.0;;;;
;;168816;Lineal;11;;Paraíso;1500.0;1584.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;Bajo nivel;78.0;18.0;;;;
;;168817;Lineal;11;;Paraíso;1500.0;1552.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;Bajo nivel;76.0;25.0;;;;
;;168818;Lineal;11;;Paraíso;1500.0;1528.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;Bajo nivel;65.0;23.0;;;;
;;168819;Lineal;11;;Paraíso;1500.0;1538.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;Bajo nivel;73.0;19.0;;;;
;;168822;Lineal;11;;Paraíso;1500.0;1518.0;;Exacta;Ceiba speciosa;4.4;Ocupada;Regular;Bajo nivel;52.0;15.0;;;;
;;168823;Lineal;11;;Magariños Cervantes Alejandro;3100.0;3102.0;;Exacta;Platanus x acerifolia;4.4;Ocupada;Regular;Bajo nivel;78.0;23.0;;;;
;;169864;Lineal;11;;Magariños Cervantes Alejandro;2500.0;2530.0;;Exacta;Fraxinus pennsylvanica;4.4;Ocupada;Regular;Elevada;21.0;9.0;;;;
;;171475;Lineal;11;;Justo Juan Bautista Av.;5300.0;5383.0;;Exacta;Fraxinus pennsylvanica;2.8;Ocupada;Regular;A nivel;50.0;11.0;;;;
;;171478;Lineal;11;;Justo Juan Bautista Av.;5300.0;5371.0;;Exacta;Fraxinus pennsylvanica;2.8;Ocupada;Regular;A nivel;41.0;10.0;;;;
